id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
140995,153750,Toushin Toshi II,NULL,1994-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141051,48578,Jurassic Boy 2,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142174,3743,Freddi Fish and The Case of the Missing Kelp Seeds,NULL,1994-10-28 00:00:00.000,2,NULL,NULL,NULL,77.5430,11
142221,48441,Keroppi to Keroriinu no Splash Bomb!,NULL,1994-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142985,42438,Turn and Burn: No-Fly Zone,NULL,1994-02-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143013,2520,Ultima VIII: Pagan,NULL,1994-12-31 00:00:00.000,3,NULL,NULL,NULL,69.8554,12
143119,42321,Kamaitachi no Yoru,"Toru, a university student, is invited by his girlfriend Mari to go on a ski trip and stay at the pension ""Spool"" run by her uncle and his wife Kobayashi in Nagano prefecture. Toru is eager to go on this trip in order to make up for the fact that he and Mari are still friends but not lovers.  While the blizzard is still raging, various people stay at the pension, including part-timers Toshio Kubota and Midori Shinozaki, office workers Kanako, Aki and Keiko, the Kansai boss and his wife Kayama, and freelance photographer Yosuke Mikimoto.  One of the guests, however, is a yakuza-like man, Ichiro Tanaka, who wears sunglasses and avoids being seen.  After dinner, a letter is found in the room of the three office workers, which says ""Tonight, 12 o'clock, someone will die"", which is dismissed as a prank. After nine o'clock at night, they hear the sound of breaking glass from upstairs, so they investigate the rooms upstairs and find a dismembered corpse in Tanaka's room. The window of the room is still broken and open, and there is no sign of the murderer.  There was no sign of the killer. A blizzard prevented anyone from getting out, and everyone was completely trapped. With the phone lines cut and mobile phones out of range, it is a closed circle where the police cannot be called. Is this murder the work of the local yokai, Kamai-tachi? The protagonists are threatened by the invisible shadow of the killer. As if to mock them, a second and a third murder occur.",1994-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143235,12669,Lords of the Realm,NULL,1994-12-31 00:00:00.000,3,NULL,NULL,NULL,50.0000,4
143662,182375,Tactical Manager,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143692,182376,Tactical Manager Italia,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143696,86220,Tactical Manager,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144429,42626,Bebe's Kids,NULL,1994-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144518,45962,Battle Heat!,NULL,1994-12-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144532,42600,Cannondale Cup,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144629,36739,Godzilla: Monster War,"In the single player game, players are able to choose from Godzilla himself, Anguirus, King Ghidorah, Gigan, Megalon, Mechagodzilla, Biollante and Mothra. No matter which monster the players select, they are taken to a map of Japan and must select their opponent to battle.",1994-12-09 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
145196,8536,Shaq-Fu,NULL,1994-10-28 00:00:00.000,2,NULL,NULL,NULL,43.3999,10
145273,46765,Virtua Striker,NULL,1994-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
145409,12825,Whizz,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
145439,46399,Bloodshot,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
145785,18628,Mickey's Ultimate Challenge,"Five Magical Puzzles Full Of Family Fun! ""The sky is rumbling! The sky is rumbling! What ever can it be?"" cry the citizens of Beanwick. ""Is it a storm? Is it a monster? Is it the end of the Kingdom?"" I don't know, but I'll find out, says Mickey, ""if I have to search every room in the Castle of Beanwick to solve the mystery!"" In Mickey's Ultimate Challenge, volunteer as Mickey or Minnie to help the Kingdom of Beanwick solve the mystery of the rumblings in the sky. But, first you must prove worthy of the challenge--by thinking your way through a series of fiendishly clever puzzles, players from 4 to 104 can take full advantage of the game's interactive capabilities to put their critical thinking skills to the ultimate test. Five incredible locations! Five brain-teasing challenges starring many of your favorite Disney characters. Solve them all for a chance to see what's really up, up there! Is this all a dream? Play Mickey's Ultimate Challenge and decide for yourself!",1994-02-09 00:00:00.000,NULL,NULL,NULL,NULL,63.1663,7
145786,10162,Stargate,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,52.1082,8
145789,453,The Death and Return of Superman,NULL,1994-01-01 00:00:00.000,1,NULL,NULL,NULL,54.1663,12
145956,18067,Demon's Crest,NULL,1994-10-21 00:00:00.000,10,NULL,NULL,NULL,80.1199,28
146029,175892,Val d'Isère Skiing and Snowboarding,NULL,1994-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146093,42429,Tommy Moe's Winter Extreme: Skiing & Snowboarding,NULL,1994-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146129,171237,Secrets of the Pyramids,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146153,42613,Eek! The Cat,NULL,1994-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146157,49008,Elite Soccer,NULL,1994-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146326,8450,The Flintstones: The Treasure of Sierra Madrock,NULL,1994-03-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
146477,249,Superhero League of Hoboken,NULL,1994-01-01 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
146491,159188,Rock 'n Shaolin: Legend of the Seven Paladins 3D,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146512,159187,Father World,NULL,1994-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146814,8689,Corridor 7: Alien Invasion,NULL,1994-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146852,1547,Virtua Fighter 2,NULL,1994-11-01 00:00:00.000,7,NULL,NULL,NULL,83.0811,41
146897,42635,Dragon View,NULL,1994-09-26 00:00:00.000,1,NULL,NULL,NULL,88.7744,6
146923,46594,The Tick,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146990,52188,Sonic the Hedgehog's Gameworld,NULL,1994-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147119,42576,X-Men: Mutant Apocalypse,NULL,1994-11-01 00:00:00.000,NULL,NULL,NULL,NULL,67.1106,14
147242,37332,Mobile Suit Gundam: EX Revue,NULL,1994-02-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
147390,39553,Fight Fever,NULL,1994-01-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147457,100097,Xuan-Yuan Sword 2,"Continuing from where the first game left off, He Ran (何然), together with the vigilante Yang Kunshuo (楊坤碩) and the young thaumaturge Jiang Ruhong (江如紅), defeated the dreaded incarnation of the Flaming Phoenix (火鳳凰) (the sinister monster who kidnapped Jiang), befriended a benevolent fox spirit Gu Yuesheng (古月聖), and traveled back in time to find He Ran's parents. They sought to bring about the end of the leader of the invasive monsters, known as the Wicked God (惡神), Bashe, and eventually confronted the treacherous Spirit of the Vessel.",1994-02-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147508,159174,Full Throttle: All-American Racing,NULL,1994-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147512,1730,Mega Man Soccer,NULL,1994-02-17 00:00:00.000,2,NULL,NULL,NULL,48.7720,18
147520,42497,Metal Marines,NULL,1994-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147560,8065,Taz in Escape From Mars,NULL,1994-08-01 00:00:00.000,1,NULL,NULL,NULL,63.0243,7
147869,48914,Contra: The Alien Wars,NULL,1994-09-23 00:00:00.000,NULL,NULL,NULL,NULL,79.0000,4
147940,45761,Body Count,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147996,37778,Tsuyoshi Shikkari Shinasai Taisen Puzzle-dama,NULL,1994-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148021,47006,1942: Pacific Air War,NULL,1994-07-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148054,131726,Demolition Man,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148100,2199,Zephyr,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148263,186206,Probotector,NULL,1994-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148298,98931,Turma da Mônica na Terra dos Monstros,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148323,42353,Uchuu Race: Astro Go! Go!,NULL,1994-02-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148562,42560,Dossun! Ganseki Battle,NULL,1994-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148626,8857,Raiden DX,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148700,2511,Robinson's Requiem,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148852,37907,Nice de Shot,NULL,1994-04-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148981,38145,Daibakushou: Jinsei Gekijou - Ooedo Nikki,NULL,1994-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148995,38370,Appleseed: Prometheus no Shintaku,NULL,1994-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149065,42435,Date Kimiko no Virtual Tennis,NULL,1994-05-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149076,42412,Ganbare Goemon 3: Shishijuurokubee no Karakuri Manjigatame,NULL,1994-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149176,38271,Super Ninja-kun,NULL,1994-08-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149272,37785,Top Management II,NULL,1994-02-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149296,77150,Cluedo,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149311,38343,Super Momotaro Dentetsu III,NULL,1994-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149331,37746,Zan III Spirits,NULL,1994-03-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149346,59911,Hisshou! Pachi-Slot Fan,NULL,1994-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149358,178121,Front Lines,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149397,84798,Puyo Puyo 2,NULL,1994-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149442,44425,Battle Jockey,NULL,1994-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149452,95412,Battle Cross,NULL,1994-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149466,42399,Bishoujo Senshi Sailor Moon S: Juugai Rantou!? Shuyaku Soudatsusen,"Rini (Chibiusa) has come back to the present to train with the Soldiers as Sailor Chibimoon, and Sailor Pluto as well has made the scene coming away from the Gate of Time. The two new Soldiers are Sailor Neptune and Sailor Uranus who had been searching for three sacred talismans in order to unite them into one. This item later on would boost Sailor Moon's powers in order to make her into Super Sailor Moon. Well as it seems the Soldiers feel that maybe there needs to be a change in the command structure of the nine Sailor Soldiers and our story begins as the nine of them want to fight it out to prove who's the best and deserves to lead the rest, needless to say this makes Sailor Moon quite upset to say the least.",1994-12-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149469,38127,Doraemon 3: Nobita to Toki no Hougyoku,NULL,1994-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149490,44406,Gambler Jiko Chuushinha 2: Dorapon Quest,NULL,1994-03-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149514,42413,Ganbare Goemon 2: Kiteretsu Shogun Magginesu,NULL,1994-01-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149541,65425,From TV Animation Slam Dunk: Yonkyou Gekitotsu!!,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149553,124645,Little Witch Parfait ~Kuronekojirushi no Mahouya-san~,"Parfait Sucreal is a young witch, who is yet in training and full of clumsiness in raising a potion shop called Black Cat Market run by her mother and Parfait's black cat, Sakemas, who can amazingly talk. A year ago from the time this game was set, her mother had died from an illness - her father was a famous wizard who died from saving the kingdom when Parfait was young.  At the beginning, Parfait introduces herself and tells the player that she is almost at the risk of losing her beloved shop (the only remains of her mother), for Parfait has to pay the debt of 1,000,000G (gold) by 12 months to keep the shop running. As a normal shop, there seems no hope for raising the Black Cat Market's fame.  The player's motive is to collect this debt by 12 months in various ways such as putting cauldron-made potions to the shop counters for customers, accepting potion orders at the end of the day and sell her potions on the street. As Parfait gains more experience via studying in the library or creating potions, her levels will rise (with a maximum of six stars) which enables her to succeed more on potions that are high-leveled. Many places may trigger the encounter with other important characters whose futures the player must decide by motivating Parfait.",1994-04-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149568,42513,Down the World: Mervil's Ambition,NULL,1994-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149574,42279,Dream Basketball: Dunk & Hoop,NULL,1994-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149623,42242,Fortune Quest: Dice wo Korogase,NULL,1994-04-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149641,42614,Fire Pro Joshi: All Star Dream Slam,NULL,1994-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149673,9031,Battle Isle 2200,NULL,1994-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
149674,38274,Bishoujo Senshi Sailor Moon S: Kondo ha Puzzle de Oshioki yo!,NULL,1994-07-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149696,60972,EMIT Vol. 1: Toki no Maigo,"On October 5, 1994, a seventeen year old high school student named Yuri meets a polite yet mysterious elderly gentleman at the crosswalk. Although puzzled by his questions, she answers them honestly to the best of her ability. As Yuri walks across the street, she hears the man mutter the word ""Emit"" to her. Yuri thinks nothing of the conversation until an oddly familiar yet attractive young man approaches her a month later on the street.",1994-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149710,42432,First Queen,NULL,1994-03-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149725,60966,EMIT Vol. 2: Inochigake no Tabi,"After Yuri's friend Outa Ichirou tells her that he met her the other day, even though Yuri hasn't seen Ichirou for a year, it becomes clear that a dimensional doppelganger is trying to steal her identity.",1994-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149786,7793,Bomberman GB,"White Bomberman is out riding on his motorcycle, when he's suddenly ambushed by Black Bomberman and his gang, who rough him up and steal all of his power-up items. Now White Bomberman must chase them down to get them back!",1994-08-10 00:00:00.000,1,NULL,NULL,NULL,74.0000,1
149809,38014,Gionbana,NULL,1994-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149889,38123,Heisei Inu Monogatari Bow: Pop'n Smash,NULL,1994-04-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149931,38332,Hat Trick Hero 2,NULL,1994-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149941,42299,Haou Taikei: Ryuu Knight,NULL,1994-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150022,38337,Hokuto no Ken 7: Seiken Retsuden Denshousha he no Michi,NULL,1994-01-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150031,42357,Super Loopz,NULL,1994-03-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150223,2508,Ravenloft: Strahd's Possession,NULL,1994-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
150320,2465,Dark Sun: Wake of the Ravager,NULL,1994-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
150361,45942,Burn:Cycle,NULL,1994-12-21 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
150372,171986,World Series Baseball,NULL,1994-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150548,4552,Crusader of Centy,NULL,1994-12-31 00:00:00.000,2,NULL,NULL,NULL,77.5316,12
150604,46327,World Series Baseball '95,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150733,46782,Denjin Makai,NULL,1994-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150754,39358,Eco Fighters,NULL,1994-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150761,38642,Power Instinct 2,"Oume Goketsuji, Leader of the Goketsuji clan for the last 60 years, finally was defeated by her younger sister, Otane, the day where she surpassed her older sister finally had arrived.      One night, Oshima Goketsuji unexpectedly appeared in front of Oume and offered her help to take revenge of Otane.      According to the rules of the clan, if the leader dies or quits, one new tournament should be held immediately to find a successor.      That same night Oshima and Oume sent their servants to dispose of Otane, so while Otane slept, she was kidnapped and thrown to the ocean.      Next day Kuroko found a letter supposedly written by Otane, where she declined to her right to be the leader of the clan.      One week later all the competitors from the previous tournament and other family members were convoked to be informed about Otane's decision and the beginning of a new tournament.",1994-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150881,4433,Double Dribble: The Playoff Edition,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150930,38363,Multi Play Volleyball,NULL,1994-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150992,48274,Teenage Mutant Ninja Turtles: Tournament Fighters,NULL,1994-02-01 00:00:00.000,2,NULL,NULL,NULL,56.0660,24
150994,67592,Monster Maker Kids: Ou-sama ni Naritai,NULL,1994-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151042,38211,Matsumura Kunihiro-den: Saikyou no Rekishi wo Nurikaero!,NULL,1994-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151050,44443,Mahjong Gokuu Tenjiku,NULL,1994-08-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151122,9357,The Hidden Below,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151137,123589,JumpStart Kindergarten,NULL,1994-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151155,42343,Kunio no Oden,NULL,1994-05-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151183,37948,Koutetsu no Kishi 2: Sabaku no Rommel Gundan,NULL,1994-02-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151303,140401,Legend of the Seven Paladins,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151406,38181,Kenyuu Densetsu Yaiba,NULL,1994-03-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151428,38276,JWP Joshi Pro Wrestling: Pure Wrestle Queens,NULL,1994-12-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151447,38313,Jungle no Ouja Tar-chan: Sekai Manyu Dai Kakutou no Maki,NULL,1994-09-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151667,37979,Illvanian no Shiro: Ruins of Illvanian,NULL,1994-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151690,38172,Human Grand Prix III: F1 Triple Battle,NULL,1994-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151707,37988,Honkaku Shogi: Fuuunji Ryuou,NULL,1994-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151731,65273,Fray in Magical Adventure CD: Xak Gaiden,NULL,1994-03-30 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
151756,37989,Honkaku Mahjong: Tetsuman II,NULL,1994-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151759,37997,Hissatsu Pachinko Collection,NULL,1994-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151815,37992,Hisshou 777 Fighter 2: Pachi-Slot Hi Jouhou,NULL,1994-08-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151855,38007,Hebereke no Oishii Puzzle ha Irimasen ka,NULL,1994-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152107,19186,MechWarrior 3050,NULL,1994-02-02 00:00:00.000,NULL,NULL,NULL,NULL,60.8332,6
152112,37743,Mahjong Sengoku Monogatari,NULL,1994-09-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152232,60967,EMIT Vol. 3: Watashi ni Sayonara wo,"Ichirou and Yuri's mother start getting suspicious of the doppelganger, not to mention that Yuri's return wrecks her plans to steal her identity.",1994-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152288,133438,Doofas,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152298,38323,SD Gundam GX,NULL,1994-05-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152317,38391,Fantastic Journey,NULL,1994-04-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152428,45880,Virtua Racing Deluxe,NULL,1994-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152483,42490,Michael Jordan: Chaos in the Windy City,NULL,1994-11-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152484,39021,Putty Squad,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152720,186142,Gokujou Parodius: Kako no Eikou wo Motomete,NULL,1994-04-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152736,4238,Super Street Fighter II Turbo,NULL,1994-02-23 00:00:00.000,7,NULL,NULL,NULL,83.1654,41
152979,44423,Battle Soccer 2,NULL,1994-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153218,42504,Lester the Unlikely,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153635,42598,Capcom's Soccer Shootout,NULL,1994-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153699,52142,Tails and the Music Maker,NULL,1994-06-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153725,42582,Snow White in Happily Ever After,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153771,38429,Super Bases Loaded 2,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153836,40808,International Sensible Soccer,NULL,1994-06-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153956,9861,International Superstar Soccer,NULL,1994-11-11 00:00:00.000,4,NULL,NULL,NULL,80.0243,18
153964,15915,Biker Mice From Mars,NULL,1994-12-01 00:00:00.000,4,NULL,40.0000,2,69.4272,10
154367,42591,GP-1 Part II,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154611,46587,Pieces,NULL,1994-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154798,10450,GunForce II,NULL,1994-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154836,6349,Kid Klown in Crazy Chase,NULL,1994-09-01 00:00:00.000,NULL,NULL,NULL,NULL,69.6553,6
154852,127112,Crayon Shin-Chan 4: Ora no Itazura Dai Henshin,NULL,1994-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154930,44309,Steam-Heart's,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154994,11541,Home Improvement: Power Tool Pursuit!,NULL,1994-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155176,15566,Star Crusader,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155310,7800,BreakThru!,NULL,1994-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155381,42511,The Jetsons: Invasion of the Planet Pirates,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155526,46393,Battle Fantasy,NULL,1994-05-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155904,5369,Captain Tsubasa,NULL,1994-09-30 00:00:00.000,3,NULL,NULL,NULL,89.9496,5
156032,42658,Super Dany,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156038,170340,Desert Trek,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156193,23879,Shin Megami Tensei II,"199X: 'The Great Cataclysm of Tokyo' - Thorman presses the button, launching nuclear warhead-tipped ICBMs at Tokyo. Global nuclear holocaust ensues.  203X: 'The Great Tokyo Flood' - After the rebuilding of Tokyo, a tectonic plate movement of massive proportions causes the ocean to rush into Tokyo and decimate the area around it. Even after the waters receded, the suburbs of Tokyo remained submerged. 'Establishment of a Communal Cooperative Society' - After the destruction of the Basilica, a free society and government is established which warmly welcomes anyone, be they Messian or Gaean alike.  204X: 'Rise of the Messian Church' - Through political maneuvers, the Messian Church takes over the government and converts it to a theocracy. 'Gaean Revolt' - Angry and opposed to the Messian rise to power, several groups of Gaeans start numerous riots, but they are all quickly quelled by the Temple Knights.  205X: 'Completion of the Center' - Using a huge amount of funding, a massive structure named ""Center"" is built on the former site of the Basilica. The plan to create a municipal government called ""Millennium"" is also announced. 'Demonoids developed' - In order to ensure a source of labor, artificial life forms called ""Demonoids"" are developed.  206X: 'Millenium nearly completed' - Facilities designed to accommodate the people like Valhalla and the Factory (a production/industrial area) are designed and nearly complete. Entertainment facilities like Casinos are also built. 'Environmental Contamination' - Through global warming, radioactive contamination, and the deterioration of the ozone layer, most of the world outside of Tokyo Millennium is rendered uninhabitable. Large numbers of people from around the world flock to Millennium, as its environment is entirely self-contained. 'Temple Knights become Special Police Forces' - After putting an end to several Gaean demonstrations and revolts, the Temple Knights are evaluated by the Center and are promoted to Elite status. They are declared the official police force of the city. Their increase in power tightens the control the Center has on the rest of the city even more.  20XX: 'Present day, present time' - The megalopolis that was once called Tokyo...many are the names and the shapes that it took throughout its long history...but it survived. And even in this day, it lives on...as ""Tokyo Millennium""; the city of the messiah faith. The faith which gathered under its wings the hearts and minds of millions who cry out for the advent of the Messiah. Back in the beginning, it was being built to turn the dream of the Thousand Year Kingdom into a reality, but neither God nor the Messiah appeared within its walls. And then, time went. And very soon, some of its citizens became much more equal than others... At the helm of Millennium, is the governing body know as Center. Under direct authority of the Center are the Temple Knights, an elite military group which serves the function of a police force. The elite of Millennium are the First Rank Citizens, who are given the right to live in the Center freely. There are those who are permitted the ownership of an Arm Terminal. Those are considered the Second Rank Citizens. And last come those who are merely recognized as residents of Tokyo Millenium. Those are considered the Common Rank Citizens. One of the particularly prosperous districts of Millenium is the Valhalla Area, famous for the cruel sport of arena fighting, practiced there to this day. Men fight each other, risking their lives to thrill the blood-thirsty crowds. Recently, a new fighter named ""Hawk"" blazed onto the scene like a comet: the audience gapes at his prowess, the crowd goes wild over his unbroken string of victories, but no one knows who he is or where he came from...Not even Hawk himself.",1994-03-18 00:00:00.000,5,NULL,NULL,NULL,81.1415,13
156288,18102,Mickey's Adventure in Numberland,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
